categoria,tabela,coluna,yaml_local,rotulo_local,descricao_local,codigos_locais_json,formato_local,referencias_locais_json,mencao_textual_em_pdf,validacao_semantica
RESP,t000_RESPRR23,HIST_ARBOV,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,HIST_MALFO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNEXA_TORS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNRESUL_S,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNRESUL_TO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNRESUL_C,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNRESUL_H,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNRESUL_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNSO_IGG_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNSO_IGM_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNTR_IGG_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNTR_IGM_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,RNPCR_Z,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,EXAME_USS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_USS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,EXA_TRANSF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_TRANSF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,EXAME_TC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_TC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,EXAME_RS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_RS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,REGIAONOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,UFNOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,CODMUNNOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,ST_OBITO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_OBITO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,CLASSIFIN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,ETIOLOGIA,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,CRITERIO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,STATUS_NOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
RESP,t000_RESPRR23,DT_ULT_ALT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/RESP/DOCS/DIC_DADOS_RESP.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CODUNI,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_GESTAO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CONDIC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_UFMUN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_REGCT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_INCOUT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_INCURG,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_TPUPS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_TIPPRE,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_MN_IND,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CNPJCPF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CNPJMNT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CNPJ_CC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_MVM,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CMP,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_PROC_ID,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_TPFIN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_SUBFIN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_NIVCPL,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_DOCORIG,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_AUTORIZ,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CNSMED,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CBOCOD,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_MOTSAI,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_OBITO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_ENCERR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_PERMAN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_ALTA,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_TRANSF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CIDPRI,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CIDSEC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CIDCAS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CATEND,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_IDADE,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,IDADEMIN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,IDADEMAX,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_FLIDADE,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_SEXO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_RACACOR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_MUNPCN,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_QTDPRO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_QTDAPR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_VALPRO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_VALAPR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_UFDIF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_MNDIF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_DIF_VAL,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,NU_VPA_TOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,NU_PA_TOT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_INDICA,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_CODOCO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_FLQT,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_FLER,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_ETNIA,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_VL_CF,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_VL_CL,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_VL_INC,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_SRV_C,,,,,,,,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_INE,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIASUS,t000_PARR2301,PA_NAT_JUR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIASUS/200801_/Doc/Informe_Tecnico_SIASUS_2019_07.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,UF_ZI,src/omnisus_db/data/dicionarios/sih_rd.yaml,UF do gestor,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,ANO_CMPT,src/omnisus_db/data/dicionarios/sih_rd.yaml,Ano de competência,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,MES_CMPT,src/omnisus_db/data/dicionarios/sih_rd.yaml,Mês de competência,,,,,,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,ESPEC,src/omnisus_db/data/dicionarios/sih_rd.yaml,Especialidade do leito,,"{""01"": ""Cirúrgico"", ""02"": ""Obstétrico"", ""03"": ""Clínico"", ""04"": ""Crônico (longa permanência)"", ""05"": ""Psiquiatria"", ""06"": ""Pneumologia sanitária"", ""07"": ""Reabilitação"", ""08"": ""Clínico/Cirúrgico"", ""09"": ""Pediatria clínica"", ""10"": ""Pediatria cirúrgica"", ""11"": ""Hospital-dia"", ""12"": ""Psiquiatria hospital-dia""}",,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,CGC_HOSP,src/omnisus_db/data/dicionarios/sih_rd.yaml,CNPJ do hospital,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,N_AIH,src/omnisus_db/data/dicionarios/sih_rd.yaml,Número da AIH,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,IDENT,src/omnisus_db/data/dicionarios/sih_rd.yaml,Tipo da AIH,,"{""1"": ""AIH Principal (tipo 1)"", ""3"": ""AIH de Continuação (tipo 3)"", ""5"": ""AIH Longa permanência (tipo 5)""}",,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,CEP,src/omnisus_db/data/dicionarios/sih_rd.yaml,CEP do paciente,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,MUNIC_RES,src/omnisus_db/data/dicionarios/sih_rd.yaml,Município de residência (IBGE),,,,"[{""fields"": ""munic_res"", ""reference"": {""resource"": ""aux_municipios"", ""fields"": ""codigo_ibge""}}]",ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,NASC,src/omnisus_db/data/dicionarios/sih_rd.yaml,Data de nascimento,,,yyyyMMdd,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,SEXO,src/omnisus_db/data/dicionarios/sih_rd.yaml,Sexo,,"{""0"": ""Ignorado"", ""1"": ""Masculino"", ""2"": ""Feminino"", ""3"": ""Feminino"", ""9"": ""Ignorado"", ""M"": ""Masculino"", ""F"": ""Feminino"", ""I"": ""Ignorado""}",,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,UTI_MES_IN,src/omnisus_db/data/dicionarios/sih_rd.yaml,Dias UTI mês internação,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,UTI_MES_AN,src/omnisus_db/data/dicionarios/sih_rd.yaml,Dias UTI mês anterior,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
SIHSUS,t000_RDRR2301,UTI_MES_AL,src/omnisus_db/data/dicionarios/sih_rd.yaml,Dias UTI mês alta,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Doc/IT_SIHSUS_1603.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
